# LSA field bundle v1
FIELD y_velocity
NR 32
NZ 88
NBLOCKS 3
R
  6.2500000000000000E-002  1.8750000000000000E-001  3.1250000000000000E-001  4.3750000000000000E-001  5.6250000000000000E-001
  6.8750000000000000E-001  8.1250000000000000E-001  9.3750000000000000E-001  1.0625000000000000E+000  1.1875000000000000E+000
  1.3125000000000000E+000  1.4375000000000000E+000  1.5625000000000000E+000  1.6875000000000000E+000  1.8125000000000000E+000
  1.9375000000000000E+000  2.0625000000000000E+000  2.1875000000000000E+000  2.3125000000000000E+000  2.4375000000000000E+000
  2.5625000000000000E+000  2.6875000000000000E+000  2.8125000000000000E+000  2.9375000000000000E+000  3.0625000000000000E+000
  3.1875000000000000E+000  3.3125000000000000E+000  3.4375000000000000E+000  3.5625000000000000E+000  3.6875000000000000E+000
  3.8125000000000000E+000  3.9375000000000000E+000
Z
  5.9499860852272726E-002  1.7849958255681819E-001  2.9749930426136362E-001  4.1649902596590915E-001  5.3549874767045447E-001
  6.5449846937500000E-001  7.7349819107954543E-001  8.9249791278409096E-001  1.0114976344886364E+000  1.1304973561931819E+000
  1.2494970778977272E+000  1.3684967996022728E+000  1.4874965213068181E+000  1.6064962430113636E+000  1.7254959647159092E+000
  1.8444956864204547E+000  1.9634954081250000E+000  2.0824951298295455E+000  2.2014948515340911E+000  2.3204945732386366E+000
  2.4394942949431817E+000  2.5584940166477272E+000  2.6774937383522728E+000  2.7964934600568183E+000  2.9154931817613634E+000
  3.0344929034659089E+000  3.1534926251704545E+000  3.2724923468749996E+000  3.3914920685795455E+000  3.5104917902840911E+000
  3.6294915119886366E+000  3.7484912336931817E+000  3.8674909553977272E+000  3.9864906771022728E+000  4.1054903988068183E+000
  4.2244901205113630E+000  4.3434898422159094E+000  4.4624895639204549E+000  4.5814892856250005E+000  4.7004890073295451E+000
  4.8194887290340906E+000  4.9384884507386362E+000  5.0574881724431817E+000  5.1764878941477273E+000  5.2954876158522728E+000
  5.4144873375568183E+000  5.5334870592613639E+000  5.6524867809659094E+000  5.7714865026704549E+000  5.8904862243749996E+000
  6.0094859460795451E+000  6.1284856677840907E+000  6.2474853894886362E+000  6.3664851111931817E+000  6.4854848328977264E+000
  6.6044845546022719E+000  6.7234842763068192E+000  6.8424839980113639E+000  6.9614837197159094E+000  7.0804834414204549E+000
  7.1994831631250005E+000  7.3184828848295460E+000  7.4374826065340907E+000  7.5564823282386362E+000  7.6754820499431817E+000
  7.7944817716477273E+000  7.9134814933522728E+000  8.0324812150568174E+000  8.1514809367613630E+000  8.2704806584659085E+000
  8.3894803801704541E+000  8.5084801018749996E+000  8.6274798235795469E+000  8.7464795452840907E+000  8.8654792669886362E+000
  8.9844789886931817E+000  9.1034787103977273E+000  9.2224784321022728E+000  9.3414781538068183E+000  9.4604778755113639E+000
  9.5794775972159094E+000  9.6984773189204549E+000  9.8174770406250005E+000  9.9364767623295460E+000  1.0055476484034090E+001
  1.0174476205738635E+001  1.0293475927443181E+001  1.0412475649147726E+001
BLOCK 1   0.0000000000000000E+000
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.0000000000000000E+000  0.0000000000000000E+000
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
