# time  amplitude  mean_radius
  0.0000000000000000E+00  0.0000000000000000E+00  1.0000000000000000E+00
  6.5891770020000004E-02  0.0000000000000000E+00  1.0000000000000000E+00
  1.3178354004000001E-01  0.0000000000000000E+00  1.0000000000000000E+00
  1.9767531006000000E-01  0.0000000000000000E+00  1.0000000000000000E+00
  2.6356708008000007E-01  0.0000000000000000E+00  1.0000000000000000E+00
  3.2945885010000048E-01  0.0000000000000000E+00  1.0000000000000000E+00
  3.9535062012000088E-01  0.0000000000000000E+00  1.0000000000000000E+00
  4.6124239014000129E-01  0.0000000000000000E+00  1.0000000000000000E+00
  5.2713416016000136E-01  0.0000000000000000E+00  1.0000000000000000E+00
  5.9302593018000094E-01  0.0000000000000000E+00  1.0000000000000000E+00
  6.5891770020000051E-01  0.0000000000000000E+00  1.0000000000000000E+00
  7.2480947022000008E-01  0.0000000000000000E+00  1.0000000000000000E+00
  7.9070124023999966E-01  0.0000000000000000E+00  1.0000000000000000E+00
  8.5659301025999923E-01  0.0000000000000000E+00  1.0000000000000000E+00
  9.2248478027999881E-01  0.0000000000000000E+00  1.0000000000000000E+00
  9.8837655029999838E-01  0.0000000000000000E+00  1.0000000000000000E+00
  1.0542683203199994E+00  0.0000000000000000E+00  1.0000000000000000E+00
  1.1201600903400006E+00  0.0000000000000000E+00  1.0000000000000000E+00
  1.1860518603600019E+00  0.0000000000000000E+00  1.0000000000000000E+00
  1.2519436303800031E+00  0.0000000000000000E+00  1.0000000000000000E+00
  1.3178354004000044E+00  0.0000000000000000E+00  1.0000000000000000E+00
  1.3837271704200056E+00  0.0000000000000000E+00  1.0000000000000000E+00
  1.4496189404400068E+00  0.0000000000000000E+00  1.0000000000000000E+00
  1.5155107104600081E+00  0.0000000000000000E+00  1.0000000000000000E+00
  1.5814024804800093E+00  0.0000000000000000E+00  1.0000000000000000E+00
  1.6472942505000105E+00  0.0000000000000000E+00  1.0000000000000000E+00
  1.7131860205200118E+00  0.0000000000000000E+00  1.0000000000000000E+00
  1.7790777905400130E+00  0.0000000000000000E+00  1.0000000000000000E+00
  1.8449695605600143E+00  0.0000000000000000E+00  1.0000000000000000E+00
  1.9108613305800155E+00  0.0000000000000000E+00  1.0000000000000000E+00
  1.9767531006000167E+00  0.0000000000000000E+00  1.0000000000000000E+00
  2.0426448706200180E+00  0.0000000000000000E+00  1.0000000000000000E+00
  2.1085366406400192E+00  0.0000000000000000E+00  1.0000000000000000E+00
  2.1744284106600205E+00  0.0000000000000000E+00  1.0000000000000000E+00
  2.2403201806800217E+00  0.0000000000000000E+00  1.0000000000000000E+00
  2.3062119507000229E+00  0.0000000000000000E+00  1.0000000000000000E+00
  2.3721037207200242E+00  0.0000000000000000E+00  1.0000000000000000E+00
  2.4379954907400254E+00  0.0000000000000000E+00  1.0000000000000000E+00
  2.5038872607600267E+00  0.0000000000000000E+00  1.0000000000000000E+00
  2.5697790307800279E+00  0.0000000000000000E+00  1.0000000000000000E+00
  2.6356708008000291E+00  0.0000000000000000E+00  1.0000000000000000E+00
  2.7015625708200304E+00  0.0000000000000000E+00  1.0000000000000000E+00
  2.7674543408400316E+00  0.0000000000000000E+00  1.0000000000000000E+00
  2.8333461108600329E+00  0.0000000000000000E+00  1.0000000000000000E+00
  2.8992378808800341E+00  0.0000000000000000E+00  1.0000000000000000E+00
  2.9651296509000353E+00  0.0000000000000000E+00  1.0000000000000000E+00
  3.0310214209200366E+00  0.0000000000000000E+00  1.0000000000000000E+00
  3.0969131909400378E+00  0.0000000000000000E+00  1.0000000000000000E+00
  3.1628049609600390E+00  0.0000000000000000E+00  1.0000000000000000E+00
  3.2286967309800403E+00  0.0000000000000000E+00  1.0000000000000000E+00
  3.2945885010000415E+00  0.0000000000000000E+00  1.0000000000000000E+00
  3.3604802710200428E+00  0.0000000000000000E+00  1.0000000000000000E+00
  3.4263720410400440E+00  0.0000000000000000E+00  1.0000000000000000E+00
  3.4922638110600452E+00  0.0000000000000000E+00  1.0000000000000000E+00
  3.5581555810800465E+00  0.0000000000000000E+00  1.0000000000000000E+00
  3.6240473511000477E+00  0.0000000000000000E+00  1.0000000000000000E+00
  3.6899391211200490E+00  0.0000000000000000E+00  1.0000000000000000E+00
  3.7558308911400502E+00  0.0000000000000000E+00  1.0000000000000000E+00
  3.8217226611600514E+00  0.0000000000000000E+00  1.0000000000000000E+00
  3.8876144311800527E+00  0.0000000000000000E+00  1.0000000000000000E+00
  3.9535062012000539E+00  0.0000000000000000E+00  1.0000000000000000E+00
  4.0193979712200552E+00  0.0000000000000000E+00  1.0000000000000000E+00
  4.0852897412400564E+00  0.0000000000000000E+00  1.0000000000000000E+00
  4.1511815112600576E+00  0.0000000000000000E+00  1.0000000000000000E+00
  4.2170732812800589E+00  0.0000000000000000E+00  1.0000000000000000E+00
  4.2829650513000601E+00  0.0000000000000000E+00  1.0000000000000000E+00
  4.3488568213200613E+00  0.0000000000000000E+00  1.0000000000000000E+00
  4.4147485913400626E+00  0.0000000000000000E+00  1.0000000000000000E+00
  4.4806403613600638E+00  0.0000000000000000E+00  1.0000000000000000E+00
  4.5465321313800651E+00  0.0000000000000000E+00  1.0000000000000000E+00
  4.6124239014000663E+00  0.0000000000000000E+00  1.0000000000000000E+00
  4.6783156714200675E+00  0.0000000000000000E+00  1.0000000000000000E+00
  4.7442074414400688E+00  0.0000000000000000E+00  1.0000000000000000E+00
